age,annual_income,employment_length_years,existing_debt,debt_to_income_ratio,num_credit_lines,num_late_payments_2yrs,credit_utilization,savings_balance,checking_balance,loan_amount,loan_term_months,credit_history_years,has_bankruptcy,home_ownership,purpose,creditworthy
63,51651.86,0.0,25931.54,0.502,8,1,0.513,5880.76,2652.16,11815.63,24,43,0,own,business,0
19,33335.75,10.2,16893.01,0.507,8,0,0.278,5680.36,0.0,10005.34,24,0,0,rent,business,1
33,108488.91,3.5,42239.91,0.389,5,0,0.669,5576.72,12713.28,5068.8,60,9,0,rent,debt_consolidation,1
22,52938.11,16.4,28511.32,0.539,6,2,0.415,6030.25,1911.7,10003.19,24,4,0,own,medical,0
47,64034.61,8.3,12442.01,0.194,0,0,0.353,911.7,4193.8,12802.42,48,23,0,mortgage,car,1
31,53889.67,3.0,7713.68,0.143,10,0,0.602,7642.55,3224.27,4111.46,60,6,0,rent,car,0
59,45285.8,5.7,1607.92,0.036,1,2,0.564,3937.64,3888.82,6467.0,48,36,0,mortgage,medical,1
48,74863.73,3.4,15239.47,0.204,7,0,0.397,5730.58,2661.2,7148.57,36,29,0,rent,education,1
58,60062.79,5.5,20385.05,0.339,0,1,0.419,1875.29,644.68,9179.24,12,39,0,rent,education,1
51,53083.23,5.4,9653.23,0.182,8,1,0.111,1239.17,3941.12,19761.29,24,30,0,rent,home_improvement,1
41,63805.96,3.2,20877.23,0.327,4,0,0.559,3501.54,6890.5,4856.5,12,23,0,own,home_improvement,0
62,55509.97,8.4,2533.72,0.046,5,2,0.573,4816.44,3358.71,6967.83,12,37,0,mortgage,medical,1
43,98304.61,9.0,20414.75,0.208,0,0,0.425,15116.96,5933.06,5084.0,36,25,0,rent,education,1
67,73990.71,2.0,30812.88,0.416,2,1,0.612,12625.1,543.14,2439.85,48,43,0,mortgage,medical,1
69,67258.01,0.0,5064.07,0.075,5,1,0.64,10567.36,6212.62,11181.82,12,49,0,own,car,1
49,34496.76,8.6,13759.51,0.399,8,2,0.57,4127.92,3311.17,19205.56,24,29,0,own,business,0
53,68044.84,9.7,28888.77,0.425,7,1,0.368,1524.77,4171.42,11816.66,48,34,0,rent,debt_consolidation,1
32,67475.05,10.7,21689.42,0.321,3,0,0.477,5181.87,1211.1,4394.84,12,12,0,own,car,1
60,41048.41,9.8,20098.39,0.49,7,0,0.351,8805.09,2904.52,4414.29,48,38,0,mortgage,medical,0
53,34263.07,14.9,18019.59,0.526,2,0,0.266,8889.6,2568.39,6859.35,36,28,0,mortgage,debt_consolidation,1
65,72951.37,12.0,2799.81,0.038,6,0,0.434,1588.95,4713.95,5376.8,24,44,0,rent,medical,1
32,76061.71,20.4,28896.91,0.38,6,0,0.71,4373.34,951.55,4697.94,36,10,0,rent,debt_consolidation,1
59,46532.42,22.5,6779.89,0.146,2,0,0.512,10400.24,3692.34,13355.93,36,41,0,rent,medical,1
42,45872.09,0.0,10841.28,0.236,2,0,0.221,7963.29,3431.23,13792.31,60,22,0,own,car,1
28,59722.39,0.0,20919.07,0.35,6,0,0.197,4937.18,5231.96,6346.11,60,4,0,rent,car,0
27,49458.23,7.0,19659.86,0.398,7,1,0.342,5053.69,2960.22,13677.46,60,9,0,own,business,1
47,34041.66,9.5,15839.62,0.465,11,1,0.307,3922.87,4454.16,13589.24,48,25,0,mortgage,home_improvement,0
35,40904.92,6.6,16110.61,0.394,5,0,0.616,7268.61,2723.12,4183.19,36,16,0,rent,debt_consolidation,1
24,63257.41,10.5,27328.56,0.432,5,0,0.029,11027.44,8629.4,7659.5,24,3,0,mortgage,debt_consolidation,0
40,41614.88,5.6,14045.34,0.338,5,0,0.202,2620.21,3238.05,2861.06,36,19,0,mortgage,education,1
52,77383.73,3.5,6348.66,0.082,10,0,0.171,16554.41,677.19,4937.64,36,31,0,rent,medical,1
35,67109.2,4.3,2104.41,0.031,3,1,0.35,15521.02,7278.49,15918.7,60,13,0,rent,business,0
67,64099.21,6.0,19280.08,0.301,4,0,0.569,4520.39,3106.04,18755.05,36,49,0,mortgage,home_improvement,1
58,59311.96,11.2,23679.52,0.399,4,1,0.333,13215.13,2637.1,10042.9,48,37,0,rent,debt_consolidation,1
45,44645.7,4.6,3468.92,0.078,7,1,0.185,3111.96,5293.71,13707.97,12,23,0,rent,education,1
66,70185.45,5.6,17372.78,0.248,8,0,0.636,9715.21,294.51,5657.59,36,46,0,rent,education,1
41,44248.62,9.9,6892.78,0.156,5,0,0.332,10871.32,0.0,5535.5,24,16,0,rent,education,1
26,78878.73,6.0,25285.31,0.321,3,0,0.461,15186.74,4394.39,10946.47,48,2,0,rent,education,1
20,92658.22,12.6,21030.31,0.227,8,0,0.201,4234.33,7573.81,6973.25,12,0,0,rent,business,1
66,59945.63,2.4,7599.77,0.127,3,1,0.214,6818.28,6596.68,1863.63,12,48,0,own,business,1
67,88235.4,1.3,1970.13,0.022,10,1,0.826,11294.28,6521.39,6757.82,12,49,0,rent,medical,1
56,41079.53,8.5,7821.88,0.19,7,0,0.635,4119.25,0.0,15033.86,36,34,0,rent,education,1
24,67361.7,9.0,19775.1,0.294,5,0,0.633,3339.36,1220.4,7642.05,24,2,0,mortgage,education,1
33,56831.87,2.7,29125.24,0.512,2,1,0.038,2664.02,209.31,13987.85,12,15,0,mortgage,car,0
21,73379.09,13.7,10314.33,0.141,9,1,0.247,5357.36,0.0,2354.67,60,3,1,rent,debt_consolidation,0
21,29601.46,16.6,8628.68,0.291,7,3,0.298,680.02,1721.59,8043.32,48,0,0,own,medical,0
31,71891.49,3.9,23022.76,0.32,10,0,0.488,9004.28,6629.27,6318.18,36,6,0,own,car,1
48,45970.37,14.4,16737.38,0.364,8,2,0.461,12608.6,5297.04,3319.71,48,30,0,rent,debt_consolidation,1
22,57747.81,0.0,11211.17,0.194,9,2,0.043,4647.6,5283.19,7755.73,24,0,0,own,business,1
69,107790.0,12.4,7839.07,0.073,1,0,0.497,5068.11,4178.24,6661.05,12,47,0,rent,medical,1
42,68118.53,2.7,34625.93,0.508,0,0,0.375,1934.88,8227.67,17350.07,12,19,0,mortgage,medical,1
32,65123.13,11.9,34187.06,0.525,7,0,0.355,11906.57,3656.52,15294.1,60,12,0,own,car,0
45,63367.26,2.2,15985.18,0.252,0,0,0.26,7260.03,4416.05,7004.78,24,21,0,own,debt_consolidation,1
59,81736.43,6.7,26785.42,0.328,10,1,0.945,8177.24,2742.53,7343.95,60,36,0,rent,car,0
34,74238.06,2.9,2626.84,0.035,10,1,0.665,8572.86,4039.64,5220.1,24,10,0,own,debt_consolidation,1
21,63599.94,5.9,2863.54,0.045,7,1,0.437,7445.53,2900.63,3777.65,36,0,0,own,car,0
21,61010.13,16.1,3699.27,0.061,8,0,0.443,7684.79,0.0,8830.18,60,0,0,rent,education,1
62,59681.64,6.5,24561.11,0.412,5,3,0.448,6522.26,5879.74,2125.11,48,37,0,rent,debt_consolidation,1
24,55819.41,17.6,7838.96,0.14,11,0,0.272,7868.57,4189.28,6041.21,36,3,0,rent,car,0
51,38284.72,5.1,4508.3,0.118,0,0,0.32,4592.1,4073.92,3680.29,36,30,0,mortgage,home_improvement,1
38,67629.25,14.5,1651.35,0.024,3,1,0.627,911.76,2128.17,10310.74,60,13,0,mortgage,debt_consolidation,1
58,47405.57,0.0,1523.41,0.032,8,1,0.454,2072.4,4832.53,12651.41,36,38,0,rent,car,1
22,53638.49,5.6,12597.18,0.235,9,0,0.407,2338.34,0.0,7481.58,24,4,0,own,business,1
64,75955.48,4.3,23325.12,0.307,2,2,0.873,3597.83,7119.96,6629.89,48,42,0,own,education,1
54,56245.8,14.7,18386.83,0.327,9,0,0.451,1772.2,5650.26,13351.79,12,33,0,rent,car,1
41,54832.17,7.9,14404.02,0.263,5,0,0.323,5838.96,808.33,5274.22,12,23,0,rent,debt_consolidation,0
29,60005.06,0.0,15815.38,0.264,10,0,0.058,8706.0,7350.87,13032.16,60,8,0,rent,medical,1
68,51440.19,0.4,21561.94,0.419,3,1,0.385,924.17,7437.78,9686.61,60,46,0,mortgage,medical,1
34,106919.53,1.9,18547.56,0.173,8,0,0.327,3785.88,4054.91,7754.53,48,10,0,rent,home_improvement,1
44,101416.93,11.7,14805.9,0.146,2,0,0.093,2195.17,14110.8,16912.73,12,24,0,own,debt_consolidation,1
39,100438.72,11.0,47486.61,0.473,1,0,0.197,1032.2,0.0,13180.48,48,20,0,own,business,1
30,63436.96,5.5,24442.88,0.385,8,0,0.422,5541.12,3796.91,3209.14,60,9,0,mortgage,business,1
40,46457.43,4.3,12670.76,0.273,8,1,0.333,601.72,0.0,6157.0,12,17,0,rent,debt_consolidation,1
26,76659.81,10.6,12722.81,0.166,3,0,0.702,6438.5,8673.98,3927.78,12,4,0,mortgage,home_improvement,1
19,51567.01,1.4,4764.19,0.092,7,1,0.033,5175.94,0.0,6771.58,24,0,0,mortgage,medical,1
33,78982.24,9.3,3146.12,0.04,11,1,0.24,6389.42,0.0,14474.77,24,15,0,own,car,0
24,45778.19,8.9,21596.03,0.472,4,1,0.558,3753.1,3652.33,12022.56,12,0,0,rent,debt_consolidation,0
40,64948.34,5.6,21724.85,0.334,6,0,0.101,4752.59,7695.13,3394.46,12,20,0,mortgage,home_improvement,1
63,82846.8,9.0,3669.25,0.044,2,2,0.621,12740.6,3847.59,5444.38,24,39,0,rent,car,1
27,52487.99,7.5,5461.44,0.104,6,0,0.493,12223.24,3856.92,6329.06,24,5,0,mortgage,education,1
19,52427.33,9.5,8816.65,0.168,10,1,0.366,5570.65,8113.75,9572.76,48,0,0,rent,home_improvement,1
24,35280.03,0.3,5624.62,0.159,7,0,0.384,1593.78,675.0,10200.23,48,0,0,rent,car,0
44,46218.53,10.1,14357.66,0.311,1,1,0.293,1615.32,813.21,2217.32,60,26,0,mortgage,home_improvement,1
33,63027.9,12.1,14603.89,0.232,8,0,0.472,763.68,7623.08,15025.89,60,8,1,mortgage,home_improvement,0
43,66184.73,8.6,32270.01,0.488,5,0,0.753,13338.18,5154.68,6560.09,60,19,1,mortgage,education,0
20,69409.65,10.0,27853.24,0.401,0,2,0.694,4607.3,9572.19,13820.06,48,0,0,mortgage,business,0
35,31364.57,6.5,15766.6,0.503,7,2,0.367,2201.99,58.96,3287.75,24,16,1,mortgage,home_improvement,0
39,51645.81,11.5,24650.23,0.477,3,2,0.711,4430.06,0.0,2684.71,24,19,1,rent,debt_consolidation,0
40,36512.31,7.3,18560.14,0.508,11,0,0.57,2008.26,0.0,9922.31,24,16,0,mortgage,car,0
47,61983.33,1.3,33434.19,0.539,11,1,0.204,6106.32,6322.45,5813.34,48,29,0,rent,business,1
58,33349.61,11.1,6176.32,0.185,8,1,0.641,3422.22,4225.22,6921.63,60,36,0,own,medical,1
42,39647.86,0.0,5199.05,0.131,7,0,0.536,4492.21,4765.71,6680.16,12,24,0,rent,business,1
61,73803.78,8.4,7936.18,0.108,3,1,0.358,1589.96,6969.79,9456.04,24,43,0,own,education,1
46,47888.62,5.1,16899.27,0.353,0,1,0.019,358.79,6192.36,9015.28,36,25,0,mortgage,business,0
32,88502.61,4.8,33711.74,0.381,0,1,0.38,13211.36,3212.38,11053.25,36,14,0,rent,medical,0
30,70023.2,7.9,4660.32,0.067,5,2,0.534,4788.89,0.0,16229.23,36,7,0,own,education,1
35,52582.55,3.5,23933.89,0.455,3,0,0.209,2114.91,0.0,22382.85,24,16,0,rent,home_improvement,0
49,77766.27,9.6,33830.29,0.435,11,2,0.496,12610.17,0.0,13965.0,12,25,0,rent,education,1
31,54020.96,7.3,19074.33,0.353,3,0,0.696,2252.91,0.0,12306.59,12,11,0,mortgage,car,1
65,72370.82,3.9,18156.0,0.251,2,2,0.381,2741.8,0.0,7785.36,12,41,0,mortgage,home_improvement,1
43,45506.06,13.7,4616.06,0.101,9,1,0.664,2344.78,928.0,1154.64,12,23,0,rent,medical,0
63,79326.57,8.0,22843.19,0.288,10,2,0.267,3531.87,7695.12,5643.35,48,42,0,rent,business,1
53,34258.75,10.2,3575.23,0.104,4,0,0.222,1558.95,2788.03,10050.38,12,34,0,own,medical,1
36,39630.06,14.1,13499.54,0.341,0,0,0.438,5484.79,5631.06,2299.67,24,13,0,own,education,1
30,41705.94,14.0,7685.63,0.184,1,0,0.336,8808.64,195.43,10735.78,48,6,0,own,debt_consolidation,1
56,47011.88,9.9,7102.19,0.151,6,2,0.364,1533.51,4011.2,2883.45,60,31,0,rent,debt_consolidation,1
35,63771.0,5.5,16182.35,0.254,10,0,0.297,5300.5,8447.75,5321.38,48,13,0,mortgage,education,1
31,57223.59,0.0,18756.62,0.328,4,0,0.612,2649.38,2353.15,6521.13,12,12,0,mortgage,medical,1
66,72653.6,8.0,15602.79,0.215,0,1,0.624,12587.15,3226.25,4438.45,12,48,0,own,business,1
43,83251.35,12.5,44182.31,0.531,4,0,0.357,8806.52,11301.66,5369.1,12,24,0,mortgage,car,1
21,33154.01,8.8,766.71,0.023,0,3,0.286,2808.6,1620.31,10502.95,12,3,0,rent,debt_consolidation,0
44,86762.77,0.0,43712.5,0.504,5,0,0.166,11604.19,12001.73,11461.48,24,23,0,own,business,0
42,53636.18,11.4,1092.17,0.02,5,3,0.72,8635.02,0.0,11659.32,36,20,0,mortgage,business,0
63,99723.22,11.7,13448.41,0.135,8,0,0.154,13093.66,14721.56,11337.31,60,39,0,own,car,1
55,44874.75,5.5,24594.33,0.548,0,1,0.742,5742.05,5812.97,13696.71,36,32,0,rent,car,0
28,30377.98,11.9,12330.14,0.406,5,0,0.461,6964.26,572.54,13351.84,60,8,0,own,medical,1
26,70289.6,10.1,25415.6,0.362,2,0,0.152,7832.65,3602.73,14830.79,48,3,1,rent,home_improvement,1
49,68814.3,3.6,27858.04,0.405,5,0,0.471,2687.66,317.46,10212.7,12,31,0,rent,car,0
21,39951.46,13.4,9444.4,0.236,11,0,0.286,3677.87,1677.48,14072.74,24,0,0,own,home_improvement,0
35,41181.9,0.7,17940.12,0.436,8,0,0.701,2367.32,0.0,18422.44,36,10,1,mortgage,car,0
26,74498.57,6.7,7604.82,0.102,10,0,0.114,16314.22,0.0,3925.6,36,3,0,mortgage,education,1
20,64788.16,6.2,28556.22,0.441,0,2,0.689,3997.59,257.31,11521.06,48,0,0,mortgage,medical,1
65,51906.75,2.9,26885.06,0.518,9,0,0.481,3292.75,6151.4,3206.06,48,41,0,mortgage,home_improvement,0
23,66965.39,8.5,31780.03,0.475,10,1,0.174,4845.5,0.0,9497.72,48,5,0,rent,car,1
19,62655.31,13.6,25815.26,0.412,8,1,0.083,6243.47,8477.58,5029.05,12,1,0,rent,business,1
66,42531.2,13.2,15533.67,0.365,9,1,0.322,2059.01,4780.25,13989.51,24,43,0,own,car,1
28,76402.65,10.6,22628.85,0.296,0,1,0.308,3703.71,10126.19,10947.43,60,5,0,mortgage,home_improvement,1
60,71341.19,0.0,16370.54,0.229,8,0,0.636,2749.3,5985.72,12050.11,12,42,0,rent,car,1
20,57648.38,0.3,27601.84,0.479,10,0,0.068,11758.32,8596.75,6391.33,60,1,0,own,education,1
26,74515.26,7.8,27060.44,0.363,2,0,0.038,9158.12,0.0,17327.34,24,7,0,own,business,0
24,104265.56,6.8,26118.23,0.25,5,1,0.856,7120.84,14084.58,7203.82,24,5,0,own,business,1
55,41031.11,4.5,17887.09,0.436,5,0,0.492,2223.26,8975.1,4796.58,12,37,0,rent,medical,0
50,52657.33,16.5,2563.1,0.049,1,1,0.718,1942.27,2816.7,6292.11,36,26,0,rent,home_improvement,1
43,53496.74,7.5,24124.52,0.451,1,2,0.574,3250.93,3418.39,4598.84,24,23,0,own,home_improvement,0
31,73957.11,9.7,33256.45,0.45,3,0,0.177,5093.0,1523.22,5878.56,24,6,0,mortgage,home_improvement,0
23,46829.03,11.9,6608.54,0.141,1,1,0.424,8228.21,3277.37,7109.38,48,3,0,rent,medical,1
48,72549.07,7.3,2899.49,0.04,6,1,0.692,2547.69,5511.84,16111.2,60,28,0,rent,car,1
30,48577.55,20.0,19346.75,0.398,0,0,0.662,4696.83,0.0,2998.72,48,8,0,mortgage,home_improvement,0
49,39573.63,2.3,4983.59,0.126,0,1,0.111,4728.3,3849.26,5678.28,12,27,0,rent,business,1
54,58760.46,4.0,32194.36,0.548,7,1,0.509,2596.82,7177.39,11554.45,48,35,0,own,home_improvement,0
62,48241.42,2.3,1199.6,0.025,3,1,0.291,806.3,1090.65,8519.7,12,39,0,rent,car,1
44,60670.7,14.8,8602.48,0.142,4,1,0.038,5709.54,2757.24,11681.81,60,24,0,own,home_improvement,1
19,65435.74,11.0,2767.48,0.042,4,0,0.474,2382.07,7137.52,19303.84,48,0,0,mortgage,medical,0
33,33862.97,4.3,14723.87,0.435,5,1,0.207,3531.48,684.25,7869.04,36,15,0,mortgage,medical,1
62,50010.65,2.7,16338.91,0.327,5,0,0.818,4759.18,5192.6,4511.49,24,39,0,mortgage,business,1
46,58776.31,13.9,27605.49,0.47,1,0,0.347,8863.36,4759.13,7721.96,60,28,0,mortgage,car,1
50,74624.07,8.8,39564.57,0.53,0,0,0.472,11902.39,13686.88,6266.07,60,27,0,rent,car,1
42,71518.85,14.1,24556.78,0.343,5,0,0.468,1413.8,4309.53,6159.72,48,24,0,mortgage,medical,1
27,43650.2,6.7,6234.53,0.143,6,0,0.134,5231.95,1744.97,4589.21,60,7,0,own,education,1
64,54347.23,9.6,3755.62,0.069,9,4,0.555,5622.65,4294.7,14739.37,48,41,0,own,debt_consolidation,0
58,66566.43,8.5,31893.2,0.479,2,0,0.641,6718.1,4822.74,2921.9,60,38,1,own,debt_consolidation,1
69,53134.25,3.9,7965.36,0.15,1,0,0.54,8601.38,7877.9,13148.04,12,49,0,rent,medical,1
62,44971.82,6.3,22196.5,0.494,7,0,0.141,1718.77,6549.68,11601.2,12,37,0,own,home_improvement,1
33,56510.89,1.1,27435.61,0.485,10,0,0.511,9044.42,1705.96,2346.93,24,14,0,own,medical,1
31,64480.48,9.5,22744.77,0.353,2,2,0.51,7698.54,3678.98,9675.68,12,13,0,rent,medical,0
31,42346.4,10.8,14402.77,0.34,1,2,0.336,706.54,1352.37,3514.0,48,12,0,rent,debt_consolidation,0
65,68961.09,12.0,36131.34,0.524,4,0,0.24,3589.97,1591.59,7644.18,60,43,0,mortgage,debt_consolidation,1
47,59905.12,10.3,25201.37,0.421,6,2,0.736,4941.37,0.0,7529.82,48,25,0,mortgage,car,0
42,69799.17,6.4,26673.01,0.382,7,0,0.224,1322.85,10547.24,5164.54,36,23,0,mortgage,debt_consolidation,1
68,56103.7,14.8,14078.81,0.251,1,2,0.286,6578.75,1859.85,7349.34,48,49,0,rent,education,1
49,98444.51,11.5,27221.79,0.277,7,1,0.727,15862.33,4367.12,16384.59,48,31,0,rent,home_improvement,0
65,64069.01,13.9,14487.81,0.226,4,2,0.56,9061.31,13145.32,3068.32,12,42,1,rent,home_improvement,0
69,72441.93,14.3,37782.1,0.522,0,2,0.1,9505.71,2510.62,6947.82,48,50,0,mortgage,debt_consolidation,1
23,68867.69,6.4,24668.63,0.358,11,1,0.509,3887.79,3960.78,3116.65,12,0,0,own,debt_consolidation,0
37,54119.13,8.9,23465.66,0.434,6,0,0.431,6319.26,4330.84,22560.51,60,16,0,own,education,1
56,62187.01,10.9,2469.81,0.04,3,1,0.528,13876.37,5197.04,5329.91,12,34,0,mortgage,medical,1
60,47173.65,1.3,22255.86,0.472,9,1,0.098,1341.69,1685.66,4998.01,48,38,0,own,business,1
26,95849.12,1.4,23133.02,0.241,9,0,0.279,2379.43,11773.23,24546.91,12,1,0,rent,debt_consolidation,1
35,66398.9,0.5,27269.7,0.411,2,0,0.192,2479.65,4959.74,10623.92,48,16,0,mortgage,business,1
46,44145.43,6.5,1819.38,0.041,11,1,0.339,3458.03,3190.98,13673.36,12,25,0,own,debt_consolidation,1
59,87969.76,5.3,43435.31,0.494,6,0,0.343,3087.02,2901.2,1674.91,48,37,0,own,medical,1
24,55006.55,0.0,20336.92,0.37,3,1,0.309,7394.28,3307.95,12871.04,24,0,0,own,car,0
49,75871.96,7.7,19914.53,0.262,5,0,0.785,6393.57,8755.79,5714.05,48,24,1,mortgage,medical,0
34,33597.71,6.5,6077.35,0.181,2,0,0.287,2761.65,3882.78,11538.53,60,14,0,mortgage,business,1
30,82304.64,12.9,15213.42,0.185,10,2,0.513,13297.52,3721.11,12175.05,36,8,0,rent,medical,0
45,65496.85,17.1,11841.9,0.181,3,0,0.554,1348.68,1831.7,2405.8,24,27,0,mortgage,education,1
40,43058.84,9.3,3851.34,0.089,5,1,0.364,4382.93,4762.0,3253.17,36,22,0,rent,car,1
51,65120.38,3.5,17310.24,0.266,0,0,0.492,6883.13,5322.45,3870.49,12,26,0,mortgage,car,0
35,92378.12,10.2,24050.44,0.26,11,0,0.38,18347.36,10208.59,12261.83,60,16,0,mortgage,home_improvement,1
60,47612.33,7.0,11347.28,0.238,3,1,0.707,14533.69,867.55,3324.45,12,40,0,own,home_improvement,1
22,47413.49,5.8,18616.43,0.393,7,1,0.358,1274.28,3110.02,2456.32,48,4,0,rent,car,0
62,53857.37,2.7,13060.51,0.243,4,0,0.199,2918.25,5958.41,4208.09,48,40,0,mortgage,home_improvement,1
20,58597.45,4.7,3936.11,0.067,6,1,0.407,715.09,1820.08,1929.35,60,0,0,own,car,1
56,77564.56,6.1,36578.79,0.472,6,0,0.116,2598.83,12490.22,7723.29,48,36,0,mortgage,education,1
36,66694.61,11.0,16360.42,0.245,3,0,0.735,13890.93,9882.68,5218.4,48,11,0,mortgage,home_improvement,1
38,53842.5,9.6,19776.43,0.367,5,1,0.361,7531.11,3040.71,4249.75,24,17,0,own,education,1
19,63059.39,16.1,32339.7,0.513,7,0,0.286,4250.33,3583.71,15679.67,24,0,0,rent,education,0
54,97729.26,10.4,41704.01,0.427,2,0,0.332,7509.74,8084.68,7653.29,36,34,0,mortgage,car,1
27,70484.51,9.1,21537.49,0.306,1,0,0.314,1858.46,5298.01,8743.6,60,9,0,mortgage,home_improvement,1
52,55678.8,5.5,17197.06,0.309,2,0,0.07,1666.76,7093.31,7294.7,36,28,0,mortgage,debt_consolidation,1
55,53339.95,1.8,25083.19,0.47,4,0,0.289,4276.06,1206.82,10042.8,24,31,1,rent,medical,0
62,61844.96,4.2,28233.78,0.457,2,0,0.028,3090.91,1432.07,14569.57,24,38,0,rent,car,1
55,77239.91,3.5,8858.33,0.115,3,0,0.268,10442.1,6195.88,7927.33,24,33,0,mortgage,home_improvement,1
34,45529.55,0.0,16028.48,0.352,8,1,0.279,7026.8,4162.03,11315.29,48,14,0,mortgage,debt_consolidation,1
56,73657.9,2.0,35269.56,0.479,8,0,0.735,3967.27,4778.36,7968.99,24,32,0,rent,medical,1
61,55322.12,15.0,24660.0,0.446,11,1,0.477,5854.02,6165.21,5695.98,60,38,0,own,medical,1
35,57937.29,8.8,4988.37,0.086,9,1,0.25,4455.82,7823.53,9770.89,48,14,1,rent,business,0
25,124773.4,5.1,31307.79,0.251,5,0,0.431,9342.19,12979.4,17490.62,24,2,1,own,debt_consolidation,1
64,71158.7,9.0,20967.87,0.295,11,0,0.069,14436.73,6064.7,13133.68,36,43,0,own,business,1
26,48711.81,0.0,7630.17,0.157,11,2,0.527,1086.42,2720.02,3191.06,24,3,0,rent,business,0
49,65434.68,8.4,24873.99,0.38,2,0,0.186,12997.42,4607.76,10083.53,36,24,1,rent,business,0
31,78554.8,13.4,21398.33,0.272,2,1,0.659,11290.28,0.0,4248.58,36,13,0,mortgage,business,0
25,71418.9,6.4,12689.68,0.178,10,0,0.683,7275.56,513.4,9063.17,48,5,0,rent,home_improvement,1
58,28957.05,0.0,5749.08,0.199,10,0,0.131,3843.0,3752.91,2779.96,24,38,0,mortgage,car,1
26,22383.64,4.9,10610.61,0.474,10,1,0.277,1634.2,3454.86,8656.13,60,7,0,mortgage,business,1
53,57168.83,13.4,27388.78,0.479,5,2,0.906,2969.92,0.0,4707.25,48,28,0,rent,home_improvement,1
54,66371.32,8.3,29904.2,0.451,10,2,0.265,2503.86,6238.38,8143.39,24,29,0,mortgage,education,1
22,64622.23,0.0,32592.25,0.504,9,1,0.57,9479.13,0.0,6235.74,60,3,1,mortgage,medical,0
27,49936.71,18.8,26202.91,0.525,8,0,0.519,4730.39,7443.82,6851.66,48,2,0,own,business,0
59,71826.75,0.7,20159.53,0.281,7,1,0.549,17669.22,4728.55,17878.35,24,36,0,rent,education,1
44,82426.79,5.8,5873.15,0.071,3,1,0.253,11339.85,15877.91,9064.28,36,26,0,mortgage,business,0
25,34171.0,1.8,15173.21,0.444,8,0,0.677,3479.99,1190.36,7142.95,12,0,0,mortgage,medical,0
69,33260.73,1.8,11831.47,0.356,10,0,0.578,1662.14,1369.67,15642.16,60,50,0,mortgage,debt_consolidation,1
32,65245.78,4.7,14463.3,0.222,10,0,0.099,3738.96,5653.29,13369.72,48,12,1,rent,business,0
19,73801.71,10.2,39633.92,0.537,7,0,0.208,3421.83,8254.87,4935.38,12,0,0,mortgage,debt_consolidation,1
66,47675.07,13.5,9511.33,0.2,0,1,0.459,5382.08,5112.13,17235.78,48,44,0,rent,debt_consolidation,1
19,29416.98,5.1,14739.26,0.501,8,0,0.22,2096.03,3393.74,2914.36,24,0,1,rent,medical,0
47,57474.12,1.9,19200.36,0.334,3,0,0.332,2962.0,3182.11,4705.59,36,27,0,own,home_improvement,1
69,64938.16,9.4,2559.88,0.039,2,0,0.658,16862.35,7529.1,9492.65,12,49,0,rent,medical,1
48,52483.26,9.5,24980.86,0.476,0,1,0.374,9091.99,9333.84,9897.83,12,29,0,mortgage,education,1
48,79218.58,8.2,33586.49,0.424,1,0,0.203,6499.08,8454.79,16620.34,12,28,0,mortgage,home_improvement,0
38,63654.51,8.4,22948.62,0.361,5,0,0.626,5582.38,1640.19,7244.08,12,15,0,rent,debt_consolidation,0
25,46098.37,6.4,15937.64,0.346,3,0,0.161,6561.56,4057.32,17093.26,48,5,0,mortgage,business,1
48,47560.48,7.5,6467.41,0.136,4,0,0.276,3471.81,0.0,25709.68,60,25,0,rent,car,1
64,57873.56,6.1,7736.4,0.134,6,1,0.015,1569.55,5890.64,5541.71,48,45,0,mortgage,education,1
23,51366.99,12.4,1821.54,0.035,6,0,0.523,2458.9,0.0,7833.36,60,2,0,rent,medical,1
63,32659.23,18.1,3321.21,0.102,4,0,0.574,2900.11,3350.22,4810.33,36,44,0,mortgage,medical,0
40,61887.38,7.9,12274.44,0.198,5,0,0.307,5447.84,4001.02,5062.5,24,17,0,own,car,1
46,47946.88,7.0,14699.75,0.307,10,2,0.725,844.93,5605.31,8428.81,60,26,0,mortgage,medical,1
27,50479.43,8.3,4509.25,0.089,3,1,0.528,7129.61,3487.76,6119.19,24,9,0,rent,medical,1
50,40920.75,3.7,12911.04,0.316,0,0,0.339,771.54,5619.72,5059.46,48,28,0,own,education,0
28,93232.37,10.8,14876.13,0.16,9,0,0.479,3193.89,8884.25,5755.29,12,8,1,rent,home_improvement,1
32,69763.18,9.2,10785.35,0.155,0,2,0.267,10443.53,8493.53,5497.17,48,14,0,rent,education,1
55,101314.9,4.9,52927.96,0.522,9,0,0.134,7012.49,4808.61,9118.68,24,34,0,mortgage,home_improvement,1
21,52400.63,11.5,28607.74,0.546,3,0,0.503,9653.71,2349.11,3767.74,24,3,0,mortgage,car,1
41,71074.88,7.1,31988.13,0.45,10,0,0.152,11595.93,0.0,12258.83,48,20,0,own,debt_consolidation,1
49,62236.84,2.1,3038.88,0.049,2,0,0.438,1664.51,609.2,13161.37,60,27,0,own,business,1
25,46651.88,8.8,18948.82,0.406,1,0,0.135,2819.92,3336.24,1162.88,48,7,0,own,car,0
34,52232.09,8.2,5984.0,0.115,4,0,0.281,2632.54,3653.25,12604.26,36,15,0,mortgage,business,1
